uniqueid,productname,shippingweight,weight_kg,price
d9d02fb50e6e16eff9d6d938ca79a465,Pacon Rainbow Super Value Construction Paper (PAC94450),1.95 pounds,0.9,11.57
7af6ca44af340a708d10dfcb1b8d15f2,"Sesame Street 35-Light Elmo 3D Soft Tinsel Holiday Display, 18-Inch",1.95 pounds,0.9,42.47
3960e0ca6ea6278b6e296fe272339022,"Playgo Food Case, 63-Piece",1.95 pounds,0.9,28.34
86ba06be726e1da9adb9b2ce67c9ce33,"JC Toys Berenguer Boutique 15"" African American Soft Body Baby Doll - Pink 10Piece Gift Set with Open/Close Eyes- Perfect for Children 2+",1.96 pounds,0.9,11.29
9830d13a5bec9a4f881aca08df7918c4,DIAMOND SELECT TOYS DC Gallery Batman The Animated Series HARDAC PVC Figure,1.96 pounds,0.9,41.94
c391dce19a39e8076c6c3ecee695bb6e,Florida-Opoly,1.97 pounds,0.9,89.99
ef15311c6bf66d62d38c20fcc307f15e,Play-Doh Tootie The Unicorn Ice Cream Set with 3 Non-Toxic Colors Featuring Color Swirl Compound,1.97 pounds,0.9,14.99
6d6401d4a7475283046132dfc59d2a69,"KidKraft Wooden Espresso Smoothie Set with Pretend Fruits & Vegetables Play Food, Removable Lid",1.98 pounds,0.9,20.22
2709f23df9a9c200bbedc815ae162d08,Smugglers Family Board Game,1.98 pounds,0.9,31.32
22f97bfdaea8e6289ac5fa654c317574,Hape Double Flavored Birthday Cake Kid's Wooden Play Kitchen Toys and Accessories,1.98 pounds,0.9,21.66
a508c6f66e5bbbb9ea196f64f12cff69,Schmidt Dream in The Universe Puzzle (1000-Piece),1.98 pounds,0.9,16.84
072363bba3e1d6d97125459175bebd9e,Wildkin Heroes Rolling Luggage,1.98 pounds,0.9,49.99
03b17cbc377c48ac718fe029c1434324,"Bestway H2OGO! Party Turntable Cooler for Pool Lake Summer Fun (24"" x 21""), Red",1.98 pounds,0.9,17.82
5e28b03904e0583943018a4330c4ab70,"Minnie's Happy Helpers Bag Set, Pink",1.98 pounds,0.9,15.99
7d93cb4086d8231f30ea166418e6b67c,Fun World - Ghillie Suit Child Costume,1.98 pounds,0.9,37.84
e5d2fde2dc7b8e8883b8885c8d7a348e,Underwraps Veterinarian Girls Child Pet Doctor Costume,1.98 pounds,0.9,42.85
ddd7ffc26ed3df618b52a381ca574429,"DC Comics Bombshells Catwoman & 1959 Cadillac Die-cast Car, 1:24 Scale Vehicle & 2.75"" Collectible Figurine 100% Metal",1.98 pounds,0.9,21.99
d70322e526dee25a3000cfdd57e6dace,Master Chef Jr. Pizza Cooking Set,1.98 pounds,0.9,24.99
b3666e11862f37f68a95445708981b1b,"Learning Resources STEM Magnets Activity Set, Science Lessons, 24 Pieces, Ages 5+",1.98 pounds,0.9,30.67
83733ddb68be190b8b51b37efa844587,"Gold Medal Bean Bags XX-Large Denim Bean Bag with Pocket, Camoflouge",10 pounds,4.5,64.95
c538fdf30ee94fff0364329c4f42b391,Park & Sun Sports Disc Golf Target Hoop and Accessory Set: Super Loop,10 pounds,4.5,98.18
35a9ea03e41c3e4ced431ce5e7060bec,"Beercan Boards 38"" Root Beer Dragon Life RED",10 pounds,4.5,179.00
b73d13658c446e08abec1f1f7d4dbf23,Yamaha C40 GigMaker Classical Acoustic Guitar Package,10 pounds,4.5,136.43
50d6cf8bef04510c8bc6b53848872134,"Ertl Big Farm Peterbilt Vehicle With Grain Trailer, Model 367",10 pounds,4.5,85.99
05eba19833beb40c353d5a50290e6d8c,Executive Series Models Challenger 350 1/35 Scale H11435 Model Kit,10 pounds,4.5,194.66
c069abdae8c5575b01c7db4498081948,Roller Derby Girls Tracer Adjustable Inline Skates,10 pounds,4.5,24.99
016e82dc030f49610f92e22b74518906,"Olivia's Little World 18"" Doll Furniture | Polka Dots Princess College Dorm Double Bunk Desk, Grey | Fits American Girl Dolls",10 pounds,4.5,47.00
96330f8608545e4d605c5a5881c38ac2,FirstBIKE Basic Bike without brake,10 pounds,4.5,105.43
b39fa2d62c73ef9bd627ee58035b9e4b,Dominoes Plastic Case Ivory Classic Puerto Rico Large Doble SEIS Domino Jumbo,10 pounds,4.5,17.27
4380ed84e03206c9584a41dd5cf2587c,Link Breath Of The Wild Deluxe Bow Set,10 pounds,4.5,44.99
74c79fc9d13d07a7d907b8ba57e8c527,"ECR4Kids Birch Multi-Section Storage Cabinet with 15 Scoop Front Bins, Assorted Colors",10 pounds,4.5,39.99
4ef3612bdd53bbfd7e88f072d30a42f6,Flash Furniture Black Padded Ergonomic Shell Chair with Left Handed Flip-Up Tablet Arm,10 pounds,4.5,44.99
eb0493679b44a60c423746c1ce1ec19a,"Constructive Playthings 29"" W. x 14"" D. Hardwood Doll Bed for Ages 18 Months and Up",10 pounds,4.5,81.06
7718ff8ddbe1ea601db3fce94285db34,"Upper Bounce 13' Trampoline Jumping Mat fits for 13 FT. Round Frames with 88 V-Rings Using 7"" Springs (Springs not Included)",10.1 pounds,4.6,57.33
8a38a6c4b8828235ee4815e2c6e39056,Bachmann Trains - Snap-Fit E-Z TRACK 36” STRAIGHT TRACK - BULK (25 pcs) - STEEL ALLOY Rail With Black Roadbed - HO Scale,10.1 pounds,4.6,10.25
d77e2babebcc2bed540a6f36ff53a8ad,"M-Wave L205 Alloy Folding Scooter, 200mm",10.1 pounds,4.6,79.99
361891eb1d8c876824eaab718c8375bb,"Swing Set Stuff Inc. Small Mega Flat Seat with 5Uncoated Chain Small Mega Uncoated Chain, Black",10.15 pounds,4.6,87.99
4d67539ca03d0b39b1613094973a09fe,"Pro'sKit MA-1503A Wide View Magnifier Lamp, 110V",10.2 pounds,4.6,117.39
be05b5e66216f7618607acc6e3073af4,"36 Pieces Non-Toxic Waterproof Foam Wonder Mats: Non-Recycled Quality & Extra Thick 12"" X 12"" X ~9/16"" (BLU)",10.2 pounds,4.6,73.11
50767a230bf8a9155886ef23998abbef,"Ferrari Collapsible Two Wheels Scooter with Free Backpack, White",10.4 pounds,4.7,149.99
a8d416d4133c5afd29b4079c2d63ecf5,Journey Girls Wooden Horse Stable (Amazon Exclusive),10.42 pounds,4.7,39.23
4c69b61db1fc16e7013b43fc926e502d,"DB Longboards CoreFlex Crossbow 41"" Bamboo Fiberglass Longboard Complete",10.7 pounds,4.9,237.68
acc01b27935eb321c0c2d3a5c15ccd16,Redcat Racing Camo X4 PRO 1/10 Scale Brushless Electric Rock Racer,10.7 pounds,4.9,304.07
b19f82ab7c254cbbf04180095032f216,Eastern Jungle Gym 2 Heavy Duty Swing Hangers for Wooden Swing Set Playground Porch Indoor Outdoor Seat with Nut & Bolt Mounting Hardware and Snap Hooks,10.7 pounds,4.9,24.53
46ca63ba67074162f5de7a540a973385,"Hygloss Products 10Piece White Blank Poster Puzzle - 22 X 28 Large DIY Jigsaw Set - Rectangle Shape, 10 Setsper Pack",10.8 pounds,4.9,39.95
ce7f23ac28e6ce00243afe15a30d56dc,"Constructive Playthings 5 Piece Lightweight Vinyl Soft Play Forms for Toddlers, Toddler Climbing, Crawling, Sliding Toys",10.8 pounds,4.9,139.99
576085381dcac08c851f79225a091734,Step2 Wild Whirlpool Water Table,10.85 pounds,4.9,34.99
7a62eef2b88b7e77eeaa6f34c9b40fdd,"Handle punch, 85mm",10.85 pounds,4.9,556.54
6936d9bfeb6da7504d0b67dace2ce8c6,Happy Trails Cow Plush Rocking Animal,10.9 pounds,4.9,41.99
9bba9127bdeacd478bcbab63c8c864b4,"INK+IVY Kids Woodland Full/Queen Girls Boys Kids Quilt Set - Yellow Aqua, Animal – 4 Piece Kids Bedding Set – Cotton Quilt Sets Coverlet",10.9 pounds,4.9,59.99
f1900160c7e59b73bc97dc9a15f398b6,"Colorations Tempera Paint, Gallon Size, White, Non Toxic, Vibrant, Bold, Kids Paint, Craft, Hobby, Fun, Art Supplies (Item # GSTWH)",10.9 pounds,4.9,22.58
1f1b88f309977f387074bb47203296a2,Glide Bikes Ezee Glider,10.9 pounds,4.9,72.51
680c9b4f9e4c0a369f6cf56b33c8b2bb,"Starplay Childrens Slide, Red/Blue",10.93 pounds,5.0,33.99
425f8aa715860cda3163d54bc133b187,"FirstBIKE Limited Bike with Brake, Yellow",10.95 pounds,5.0,130.03
e2068e3b6d8566f0f4a175c26b65db3e,JumpSport SkyBounce Trampoline with Safety Enclosure | Includes Spring Pad,103 pounds,46.7,429.00
f34a5ea4059d2640d82020cdd9bda3ea,"Max & Lily 180213-002-022 Low Loft with Slide, Twin, White, Blue Curtain",106 pounds,48.1,384.13
2a94c3b1222443f280c8d7c0f49dd461,Furniture of America CM7382C Rexburg Dark Gray Chest,107.8 pounds,48.9,395.20
a969b7e7e80f9fc4758b22e047a6e5b1,"Fun Furnishings Teen Chair, Fuchsia",11 pounds,5.0,153.11
f3e17366855ab4f732e765620368e03d,Design Lab MN LS-1005-BLKBLK Xavier Black Wire Counter Stool 24 Inch (Set of 2) Brown,11 pounds,5.0,358.39
9d7bf4f2bafee97461bfc040a8241e2e,"DIAMOND SELECT TOYS Marvel Premier Green Goblin Resin Statue, Multicolor",11 pounds,5.0,147.99
95441fed475a0e9b6d0ee828cda7d837,"Pool Mate 3X-Large Foam Mattress Swimming Pool Float, Marina Blue",11 pounds,5.0,142.52
1373d884a19ebb7f55e89a50dde7a21c,Delta Children Disney Minnie Mouse Upholstered Chair,11.1 pounds,5.0,56.99
104413c59fbe630a67af9bd1399a755c,Razor Jr. Lil' E Scooter,11.2 pounds,5.1,68.13
7b167cb2b040e36443d978e249256621,"Flagship Carpets Fun at School Rug, Children's Classroom Educational Carpet, 4'x6', Rectangle",11.2 pounds,5.1,73.00
4c196254098c5bfb6db7f2c0f17da1c5,Pitsco Balsa Wood Mousetrap Vehicle Kit (For 30 Students),11.2 pounds,5.1,335.00
53594e15158eb99146bfc4340323bd9a,Tamiya RC Grand Hauler Toy,11.25 pounds,5.1,489.28
ab1e62b1afbf7f9be1155c507bb0f5aa,Neon Flash Kids Scooter with LED Lights | Light Up Deck & Wheels Kick Scooter,11.3 pounds,5.1,79.99
ddaa969961ca89e9860f80d4104f9e2c,Hampton Nautical Floor Standing Oil-Rubbed Bronze Harbor Master Telescope - Nautical Scope,11.45 pounds,5.2,327.79
15c6117e6bcaf3fd48c12945c0e71dad,"ECR4Kids 6-Drawer Mobile Organizer, Assorted Colors",11.6 pounds,5.3,49.99
eed8e701d7a3ac28f12978681e88337e,Dream On Me Tiny Toes Walker in Pink,11.6 pounds,5.3,39.99
001bd04642c7cb9f5c888fe8a993987b,Dream On Me Tiny Toes Walker in Beige,11.6 pounds,5.3,42.99
b7282f7ea80436afd29549d3d7cda68b,"Gold Medal Bean Bags -10Bean Bag Chair Size: Extra Large, Color: Navy Blue",11.6 pounds,5.3,73.00
b3425f4695b301224155acc6f6dd0db7,Razor Pro El Dorado Kick Scooter,11.6 pounds,5.3,64.99
e5cb592aa35346dac65e174cd16c55fb,Step2 Unicorn Rocking Horse | Toddler Ride On Toy,11.65 pounds,5.3,45.15
8b3ebe32c25dc7b507910affff96a0cb,Pacific Play Tents 41855 Kids Galaxy Combo Dome Tent with 4 Tunnels - Glow in the Dark Stars,11.65 pounds,5.3,42.55
d7815c7c5d49ac93e04ae1e52ed0ee56,"Medicom Peanuts: Peppermint Patty 1000% Bearbrick, Multicolor",11.65 pounds,5.3,559.99
f4c2bdec3b6e6d025ed2ccdb4f106a3e,"Jumping Surface for 14' Trampolines with 72 V-Rings for 7"" Springs (Springs Not Included)",11.8 pounds,5.4,72.88
a1d8438936e43da8bd3897bad98da097,"Minnie Mouse 63309 Happy Helpers Pretend N' Play Activity Table Set with One Chair, Pink",11.8 pounds,5.4,50.00
6e5d8e6d931757b333107af5b70549c1,"Jumping Surface for 14' Trampoline with 96 V-Rings for 8.5"" Springs (Black and Green)",11.8 pounds,5.4,100.10
61ef2a8c1adee0aa1d81577befe46dde,"Swing Set Stuff Inc. Commercial Rubber Belt Seat with 8.5'. Coated Chain & SSS Logo Sticker Commercial Rubber Coated Chain, Pink",11.85 pounds,5.4,52.67
6f44f2bd7f08188a820d0a1640c909db,"Chillafish Fixie Fixed-Gear Styled Balance Bike with Integrated Footrest, Footbrake & Airless Rubberskin Tires, Red",11.95 pounds,5.4,52.37
2aa38cf6ee94d9f1b9472618e94695c9,Hathaway Braxton 55-in Foosball Table,112 pounds,50.8,425.55
ac3367c21c85d3aa5fe28de04d1ce905,Vaterra 1/10 1972 Chevrolet K10 Pickup Ascender 4WD RTR,12 pounds,5.4,329.99
42381fdeb6468452ba8a5cc1b70ce50c,"Berries 8146JC1114 Stacking Chair with Chrome-Plated Legs, 16"" Height, Orange",12 pounds,5.4,233.36
ba6d0f129ecc6d25e386ed4ac3e689fe,"Swimline Giant Flamingo Swimming Pool Float, 2-Pack",12 pounds,5.4,52.96
d259f49a00d7e792067042722e161bc4,Learning Carpets Alphabet Seating Squares,12 pounds,5.4,106.22
e5edb75cdc5112c88cfd0fde642d8a3d,Little Tikes Fish 'n Splash Water Table,12 pounds,5.4,44.99
93430fd91612916860abde6ae1c103f5,"Chillafish Fixie Fixed-Gear Styled Balance Bike with Integrated Footrest, Footbrake & Airless Rubberskin Tires, Pink",12.1 pounds,5.5,55.49
1b901ebddf2426682386f888c21b3fea,Swimline Giant Swan and Giant Flamingo for Swimming Pools,12.25 pounds,5.6,60.99
aa89211ecd5a08faedc817ecf90b0b3c,Learning Carpets CPR553R - Solid Lake (Rectangular),12.3 pounds,5.6,124.65
f44698849d2259a64957408815eaf2ff,Doc McStuffins Baby All in One Nursery Toy,12.4 pounds,5.6,24.99
5dc633564c84ffc5f93503df187501d3,"HEALTH EDCO W43147 Consequences of An Inactive Lifestyle 3D Display, 28"" Length x 27"" Height Opened",12.4 pounds,5.6,353.00
f04535ea2dc9576548e865e7f7d7fe3c,Pulaski Expedition Nightstand Back Panel,12.45 pounds,5.6,105.99
b62abf10713a56bf5214056b46bdd376,Asweets 10104004 Police Car Play Tent Toy,12.65 pounds,5.7,81.90
1fc85baefdfae4b779d234c680e2abd7,"Schoenhut 25 Key 2 Tone Table Top Piano, 2X Blue",12.75 pounds,5.8,74.95
d139afa310807906b519327822c1d1ca,"Le Toy Van Motors, Planes & Garages, Le Grande Garage",12.79 pounds,5.8,132.99
69cd61a7dc4d478e49d4aeaf55e8b75c,"Rally and Roar Ladder Toss – Ladder Ball Toss Game – 3 OPTIONS TO CHOOSE FROM – UPDATED CLASSIC, CLASSIC, or PREMIUM – Game Set with 2 Targets, 6 Rubber Bolas, Zippered Carrying Case",12.8 pounds,5.8,39.99
2b9ff5fd9ccbcf4f0cd08b7b99ef3a4e,"Delta Children Lil' Drive Baby Activity Walker, Black",12.8 pounds,5.8,46.49
1df7b8efcd7a7fec57f248848cafcc0f,"Swimline Animal Safari Combo Pack, Giraffe and Tiger",12.8 pounds,5.8,87.74
316340ea2b9973f8932e4e07f61a31ec,Little Bird Told Me Florence & Floop Rocking Horse Stuffed Animal Ride On,12.87 pounds,5.8,131.90
2dc6828874d97aebe4931b375fec5d76,"Rainbow Accents 0294JCWW114 4 Station Art Center, Orange",123 pounds,55.8,266.38
5bd7ef3816d98fcaf1698fdff3a03763,Skywalker Trampolines 10 -Foot Round Trampoline and Enclosure with spring,125 pounds,56.7,325.00
f0012e7721cb2ad6f52f631fd6421482,"Max & Lily Solid Wood Full-Size Bed with Under Bed Storage Drawers, White",125 pounds,56.7,24.95
265a876cafb7572dd2b2d18ed85623a8,Schylling Silver Racecar Metal Speedster,13 pounds,5.9,84.83
08a81735ff99d1dd6b14821e5b05f5c5,Grand Staunton Chess Set and Wooden Box - Tournament Size Weighted Pieces and Walnut Board - 19 in,13 pounds,5.9,89.92
9c0d640bed0cff827743f4cd4f67f6d5,Lifetime Basketball Rim,13 pounds,5.9,37.19
ed43487e802a3799f5036a19ec2a61aa,Weta Workshop Hobbit Prop Replica Bow & Arrow of Tauriel,13 pounds,5.9,7.97
8b1ef8571ed814487195981f77345a93,Edushape X-Stand for Water and Sand Play Activity Tubs,13 pounds,5.9,65.53
f430a9dd7786afc797935480bd80fa91,"Hampton Nautical Floor Standing Chrome Anchormaster Telescope, 65"", Chrome",13.05 pounds,5.9,501.34
005d68bae5af5f6acfa61fd248fd0dca,Steffy Wood Products Microwave Stove,13.2 pounds,6.0,86.99
2982c89b6caa479640b6714230b5de43,PLAYBERG Wooden Sandbox with Floor Cover,13.2 pounds,6.0,98.09
bbc16bc7516b3c9caf14a09c3c08b9d5,Scooride Skedaddle S-30 Premium Folding Kids Kick Scooter - Red,13.2 pounds,6.0,74.99
3b1d4376e5fe6b12bac089c2b7f8dfec,"Amscan 168018.19 Bag, 12 7/8 x 5 1/4 x 3 3/16 Inches, Gold",13.2 pounds,6.0,8.78
896dda12412dc704c34b162e81eebf21,"Step2 2-in-1 Toy Box & Art Lid | Plastic Toy & Art Storage Container, Grey",13.36 pounds,6.1,52.44
555857e812f5d48195af0f70ea1ad934,"Marvel Avengers Endgame Bench with Storage, 30” Toy Chest and Trunk",13.5 pounds,6.1,59.99
8cc27788143d5a19335ff583c74b52b7,"KidKraft Storage Bin, Natural",13.54 pounds,6.1,47.99
17268614ba2aa1bdf243cd10c15e51ae,Pacon Sketch Pads and Drawing Paper (PAC4712),13.6 pounds,6.2,20.22
2abf1e0b8cce146af819c825b37189fe,Poolmaster 72784 Pro Rebounder Poolside Basketball Game with Bracket Mounts,13.6 pounds,6.2,123.26
5f65b3268b73672f57f58d3aa6088e35,"KEET Roundy Rocking Kid's Chair Gingham, Lavender",13.6 pounds,6.2,52.67
fcfe676348b9b49e27128329cbc9cfa3,"Radio Flyer Rory Electric Ride-On Lion with Sounds, Yellow (Amazon Exclusive)",13.65 pounds,6.2,100.75
87cd42a3864fb079b07e0144c51f128e,"Crystal Art Rustic Wood Collage Framed Wall Decor, 30” H x 30” L x 1.25” D, Brown",13.85 pounds,6.3,126.35
238836dc87e88d207a32547fe2707f3e,"Atlantic Furniture Mission Bed, Twin, Grey",133 pounds,60.3,347.97
8a259df195e4cf98d96c968037e35f3c,Rubie's Costume Co - Thor Helmet,14 pounds,6.4,31.25
391398cf301733b8d2ed34fe022c5573,"Nautical Deluxe Class Wood and Brass Decorative Ship Wheel 36"" - Nautical Home Decoration Gifts",14 pounds,6.4,38.84
73c348e61a80933a7f9946cc761ba5d9,"Kubb Premium Set Yard Game Set for Adults, Families - Fun, Interactive Outdoor Family Games - Durable Wood Blocks with Travel Bag - Clean, Games for Outside, Lawn, Bars, Backyards",14 pounds,6.4,42.99
fd2efc7238fa3a3b29cb8bec740657d6,"Little Tikes Garden Table and Chairs Set, Green",14 pounds,6.4,22.99
018a24a453d09f847a7413603597202c,"Shapes Structured Vinyl Soft Seating with Durable Frame- Round Cylinder Stool 18""H- Blue",14 pounds,6.4,146.76
ac6e4ff6c13544279d232e5de0f8b4e6,"Polished Marble Chess Set, Hand-Carved Pieces and Board, Black and White",14 pounds,6.4,99.00
5eaaf6565ccf5885cf613b6f0f0f6234,"Horizon Group USA Colored Wood Stick for Crafting Projects 4800ct, Assorted",14.1 pounds,6.4,8.76
a0b44de93cb1f5ae2c07d99e1a1b001e,Bestway Lil Champ Play Center Inflatable Play Center,14.1 pounds,6.4,47.22
895dd0cf6e762413e95377e4cdbf0483,GreenPro 61 Key Portable Electronic Piano Keyboard LED Display with Adjustable Stand and Music Notes Holder,14.11 pounds,6.4,76.99
bbdcf06ce9c516469c52de2296a340f2,"hand2mind STEM in Action, Coding Robot Mouse Classroom Set, Learning Activities Exploring Basic Needs of Animal As Students Code & Program, Life Science Lesson, STEM.org Authenticated",14.2 pounds,6.4,255.86
5578abc62ddd02c0f677e0346130a0e1,"Flagship Carpets CE194-28W Multi Primary Pictures Rug, Brighten Up Any Classroom, Washable Value Collection, Children's Classroom Educational Carpet, Kids School, 5' x 8'",14.2 pounds,6.4,138.46
92fc00d24bb6d04f98f2edff149c8649,"LEGO Creator Expert Taj Mahal 10256 Building Kit and Architecture Model, Perfect Set for Older Kids and Adults (5923 Pieces)",14.25 pounds,6.5,369.07
b54ad5d0e011064dd83be6de8a79bca1,Razor Pro RDS Dirt Scooter,14.4 pounds,6.5,137.51
439c1d5867c9ee69039d152525288a48,"LEGO Technic Liebherr R 9800 Excavator 42100 Building Kit, New 2019 (4,108 Pieces)",14.42 pounds,6.5,434.95
693fd375d72d81dde8ee93554aeaef8c,Mercana Riddick II Bar Stool,14.5 pounds,6.6,114.71
ea3b8b055df5627fb95ba2deb11d88e1,Little Tikes Sandy Lagoon Waterpark – Amazon Exclusive,14.68 pounds,6.7,49.99
9b291f6d163861135a4eb62025d7e0fe,"Crayola Kids Wooden Easel, Dry Erase Board & Chalkboard, Amazon Exclusive, Kids Toys, Gift, Age 4, 5, 6, 7",14.78 pounds,6.7,62.99
8f1c02befcad104e99df55229320b4c4,"Foamnasium 1075 Big Wacky Sack, Multi-Colored, Large 36",14.85 pounds,6.7,15.26
4c17aec2884a1b32403bb5622b490f20,"Deco 79 Metal Wood Chess Set, 17 by 6-Inch, Mahogany Brown and Matte Silver",14.85 pounds,6.7,169.49
289cf4e51ba4f56bd0e6bb10ac068a0c,"LEGO Technic Bugatti Chiron 42083 Race Car Building Kit and Engineering Toy, Adult Collectible Sports Car with Scale Model Engine (3599 Pieces)",14.95 pounds,6.8,347.78
7db2c2f3f021bd0a2317c5f21936718d,Factory Entertainment Game of Thrones - Castle Black & The Wall Desktop Sculpture,14.95 pounds,6.8,29.99
27823de38ba3e6d3a0dc807663c80175,Carrera Evolution Most Wanted Slot Car Race Set 1:24 Scale Analog Track System - Includes Two 1:32 Scale Cars: Chevrolet Camaro Sheriff and Ford Mustang GT No. 66 - 2 Dual-Speed Controllers Ages 8+,14.99 pounds,6.8,142.72
12ec530a3f0d41a515d0ebc48ffacd6e,"JACKPOT! Princess Low Loft Bed with Slide Pink Camo Tent and Tower, Loft Bed, Twin, White",141 pounds,64.0,56.09
52014a3e883221e482122d166e8d0c7e,"Atlantic Furniture AR9012114 Metro Platform Bed with 2 Urban Bed Drawers, Twin XL, Walnut",145 pounds,65.8,413.15
2259a76efa7fe554a68e881a12958aec,Little Tikes Big Digger Sandbox,15 pounds,6.8,34.99
d821463a169207137008817f6e16c6f0,Swingan - Trapeze Swing bar - Vinyl Coated Chain - Fully Assembled - Green,15 pounds,6.8,41.74
128da43664e0338f6e8213348b12df57,International Concepts,15 pounds,6.8,130.92
c268bbdd2c4cdd11b7a5ae709d7ee9b8,Gonge Carousel,15 pounds,6.8,182.00
f276661102b14f1f1a27caa93ba0df84,Jonti-Craft 2641JC Unit Blocks Set - Intermediate,15 pounds,6.8,109.99
d859b10f17d089afa48f060c2591f386,"FDP SoftScape Play Corner Climb and Slide Set for Toddlers and Kids, Colorful Soft Play Structure for Active Playtime (6-Piece Set) - Assorted",15 pounds,6.8,608.24
4e8044d5f790f221755b324b3aac7fcf,"Ergo Furnishings E-Z Molded Plastic Stackable Chair Stool (Set of 2), Green",15 pounds,6.8,78.57
28d47761b8708de7c2894fa60973e33a,"Flagship Carpets FE222-26A Multi Counting to 100, Children's Educational Classroom Rug, 6'x6', Square",15 pounds,6.8,26.80
fd3286819992c48eb04241e52462e213,"Gorilla Playsets 04-0037-G Dual Ride Glider Back-to-Back Tandem Swing, Green, Green Plastic Coated Chains, Multi-Child Swing",15 pounds,6.8,77.30
626f4d74ff85ddbb9f92a8ed1999dd30,"Jaxx Zipline Modular Kids Chair & Ottoman/Fold-Out Lounger, Lime",15.05 pounds,6.8,133.99
f2ff8cc2fd18846e092bd36e9cf163d7,"Swing-N-Slide Double Doozie Nest Swing, Green",15.1 pounds,6.8,123.37
31d415ade2c28d40c0c5f4564685c04d,"Learniture Shapes Series Vinyl Soft Seating, Cylinder, 18"" Seat Height, Navy, LNT-1000NV-SO",15.2 pounds,6.9,62.99
623e065e1ae8d2106d937f32911a168a,"Sport Squad HX40 40 inch Table Top Air Hockey Table for Kids and Adults - Electric Motor Fan - Includes 2 Pushers and 2 Air Hockey Pucks - Great for Playing on The Floor, Tabletop, or Dorm Room",15.3 pounds,6.9,69.95
836b63c938924dcf43f7e73f147c9392,Thule Yepp Maxi Child Bike Seat,15.4 pounds,7.0,249.95
b7c8a0f45f4b0cc956fedc25fcad698d,K2 Skate Alexis 80 Boa Inline Skate,15.6 pounds,7.1,120.00
f6abbee2c3c26d27db9c0aefe9ad955d,"Ashley Productions Big Hardcover Blank Book Pack of 24, White",15.6 pounds,7.1,51.35
594f29eb3defcacbc74893ab1b30280b,"Little Colorado Toddler Bedside Stand, Soft Pink",15.65 pounds,7.1,69.47
676691ff3e47d5dd3ddad90482723b03,"Super Miracle Bubble Solution, Party Pack of 36 Surprise Bottles, 5oz Each, Surprise Toy In Each Bottle!",15.77 pounds,7.2,37.98
73e045b844698d04441610536f7a8f45,JumpOrange Duralite Safari Party House Bounce House Backyard Party Moonwalk Size 13'x13',150 pounds,68.0,933.49
4a5db9df4f1b8a9044bfbbde72e9f385,"TrueModern 1740JC Lockable Computer Bay, Left",16 pounds,7.3,122.34
0a4fddb3d12c680b8b8e3d46587b5b4c,"Ove Decors Inflatable Pool Float Lounger, Blue",16 pounds,7.3,62.69
97b279d8e7326261358b9079f7ad8ad2,"HomePop Youth Modern Armless Slipper Chair, Indigo and White Lattice",16 pounds,7.3,91.99
aa06e4cbe99b43f928fba0471d49f1d5,Hape Quadrilla Wooden Marble Run Construction - The Challenger - Quality Time Playing Together Wooden Safe Play - Smart Play for Smart Families,16.15 pounds,7.3,11.74
4256bb9c7d073f67058b1b8f6ddd6972,Ped-Run3 Kids Scooter for Boys and Girls with Advanced Dual Pedal Action,16.2 pounds,7.3,124.66
107c034c19c8d89d2f2b4ce9edc4754b,Swimline Pool Jam Inground Basketball,16.3 pounds,7.4,43.42
589798851f3a702be1446fd0a6250846,"TruJump 40"" Mini Trampoline",16.4 pounds,7.4,73.99
8a33e1a28924e86dc0852e3ccb2b7908,"Cosom Senior Plastic Hockey Sticks for Floor Hockey and Street Hockey, High School Physical Education Equipment, Plastic Hockey Equipment for Practice and Training",16.4 pounds,7.4,152.99
04085417963ca3788400b19e2dad9f03,"Intex Rainbow Ring Inflatable Play Center, 117"" X 76"" X 53"", for Ages 2+",16.5 pounds,7.5,29.99
e7b7b571ac6c5500953ba71751d15256,Award Winning Hape Quadrilla Wooden Marble Run Construction - The Cyclone,16.53 pounds,7.5,109.54
b0624dbc0c5c5da33613966ae1a35576,"B. spaces by Battat – Totes Tidy Toy Organizer – Kids Furniture Set Storage Unit with 10 Stackable Bins – Ivory, Sea and Mint",16.65 pounds,7.6,49.22
19ef9573802bf0c2d880c55e29c92003,"Sport Squad HX40 40 inch Table Top Air Hockey Table for Kids and Adults - Electric Motor Fan - Includes 2 Pushers and 2 Air Hockey Pucks - Great for Playing on The Floor, Tabletop, or Dorm Room",16.7 pounds,7.6,67.95
bf9926fa3d32f5dee36d81a68c8e3019,Big Party Pack Orange Peel Plastic Cups | 9 oz. | Party Supply | 648 ct.,16.7 pounds,7.6,141.72
850ee77bdfeef697b124b657e367c143,"Unfinished Solid Oak Step Stool With Solid Tread with Non Slip Surface Included 11 ½"" Tall",16.75 pounds,7.6,96.91
bd956dcf431565e9c80af3b3ff4790c3,"Ride on Toy, Remote Control Space Car for Kids by Lil' Rider – Battery Powered, Toys for Boys and Girls, 2- 6 Year Old",16.8 pounds,7.6,63.99
79e291f7005eae27d400900aace37326,Step2 Rain Showers & Unicorns Water Table | Kids Purple Water Play Table with 13-Pc Unicorn Accessory Set,16.85 pounds,7.6,54.99
3b7028050a7e696b01f269e1b18409e3,"Lipper International Child's Chairs for Play or Activity, 12.38"" W x 15"" D x 26.63"" H x 25.5"" H, Set of 2, White",16.9 pounds,7.7,48.50
